5 , 27887  lxpanel , restart_syscall(<... resuming interrupted poll ...>) = 0
1774 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1775 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1776 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 480) = 1 ([{fd=3, revents=POLLIN}])
1777 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\10\3\212\371\302\340+\6%\2\0\0\36\0 \1\0\0\0\0#\0\334\2#\0\366\377\0\0\0\2\7\3\212\371\302\340+\6%\2\0\0\370\0 \1\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 96
1778 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1779 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1780 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1781 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1782 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1783 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1784 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1785 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1786 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1787 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\2\0\4\0\370\0 \1\0@\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
1788 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1789 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1790 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1791 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"(\0\4\0\36\0 \1%\2\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
1792 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1793 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\214\371\0\0\0\0\1\1\0\1\0\0\346\2\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1794 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa8f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1795 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa8f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1796 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1797 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0l\337 \1\36\0 \1!\0\32\0007\0\7\0m\337 \1l\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0m\337"..., 908}, {NULL, 0}, {"", 0}], 3) = 908
1798 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1799 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1800 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1801 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1802 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1803 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1804 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 353) = 1 ([{fd=3, revents=POLLIN}])
1805 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0\263\371\212\341+\6%\2\0\0\370\0 \1\0\0\0\0002\0\325\0020\0*\1\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1806 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1807 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1808 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 184) = 1 ([{fd=3, revents=POLLIN}])
1809 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0\263\371\223\341+\6%\2\0\0\370\0 \1\0\0\0\0003\0\324\0021\0)\1\0\0\1\0\4\1\263\371\223\341+\6%\2\0\0\370\0 \1\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 64
1810 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1811 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1812 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1813 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\22\0\7\0\370\0 \1>\1\0\0\6\0\0\0 \0\7\0\1\0\0\0\223\341+\6", 28}, {NULL, 0}, {"", 0}], 3) = 28
1814 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\34\0\264\371\370\0 \1>\1\0\0\231\341+\6\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1815 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1816 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1817 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1818 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1819 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 169) = 0 (Timeout)
1820 , 27887  lxpanel , open("/proc/stat", O_RDONLY) = 12</proc/stat>
1821 , 27887  lxpanel , fstat(12</proc/stat>, {st_mode=S_IFREG|0444, st_size=0, ...}) = 0
1822 , 27887  lxpanel , read(12</proc/stat>, "cpu  41658 4412 86801 20395689 41332 0 2343 0 0 0\n"..., 1024) = 1024
1823 , 27887  lxpanel , close(12</proc/stat>) = 0
1824 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\5\1\264\371I\342+\6%\2\0\0\370\0 \1\0\0\0\0003\0\324\0021\0)\1\0\1\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1825 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1826 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1827 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
1828 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1829 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\2\0\4\0\36\0 \1\1\0\0\0\0\0\0\0\2\0\4\0o\0 \1\1\0\0\0\0\0\0\0\2\0\4\0U\0 \1\1\0\0\0\0\0\0\0\n\337"..., 156}, {NULL, 0}, {"", 0}], 3) = 156
1830 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\22\0\270\371\370\0 \1\370\0 \1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\22\0\270\371%\2\0\0\370\0 \1\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 160
1831 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9f60, 0) = -1 EAGAIN (Resource temporarily unavailable)
1832 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
1833 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1834 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"+\0\1\0 \0\2\0\0\0\0\0", 12}, {NULL, 0}, {"", 0}], 3) = 12
1835 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2\276\371\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1836 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9f70, 0) = -1 EAGAIN (Resource temporarily unavailable)
1837 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1838 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\4\0\2\0e\337 \1+\0\1\0", 12}, {NULL, 0}, {"", 0}], 3) = 12
1839 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1840 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\22\0\300\371e\337 \1e\337 \1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\22\0\300\371%\2\0\0e\337 \1\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 544
1841 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaacb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1842 , 27887  lxpanel , pipe2([12<pipe:[196433]>, 14<pipe:[196433]>], 0) = 0
1843 , 27887  lxpanel , pipe2([15<pipe:[196434]>, 16<pipe:[196434]>], 0) = 0
1844 , 27887  lxpanel , clone(child_stack=0, flags=CLONE_CHILD_CLEARTID|CLONE_CHILD_SETTID|SIGCHLD, child_tidptr=0x7f09a8039cd0) = 58360
1846 , 27887  lxpanel , close(14<pipe:[196433]>) = 0
1855 , 27887  lxpanel , close(16<pipe:[196434]>) = 0
1856 , 27887  lxpanel , wait4(58360, [{WIFEXITED(s) && WEXITSTATUS(s) == 0}], 0, NULL) = 58360
1865 , 27887  lxpanel , --- SIGCHLD {si_signo=SIGCHLD, si_code=CLD_EXITED, si_pid=58360, si_uid=1000, si_status=0, si_utime=0, si_stime=0} ---
1866 , 27887  lxpanel , read(12<pipe:[196433]>, "", 8) = 0
1888 , 27887  lxpanel , read(15<pipe:[196434]>, "\371\343\0\0", 4) = 4
1890 , 27887  lxpanel , read(15<pipe:[196434]>, "", 0) = 0
1892 , 27887  lxpanel , close(12<pipe:[196433]>) = 0
1894 , 27887  lxpanel , close(15<pipe:[196434]>) = 0
1896 , 27887  lxpanel , write(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
1904 , 27887  lxpanel , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
1908 , 27887  lxpanel , futex(0x56340c29c0d0, FUTEX_WAKE_PRIVATE, 1) = 1
1914 , 27887  lxpanel , futex(0x56340c291038, FUTEX_WAKE_PRIVATE, 1) = 1
1917 , 27887  lxpanel , futex(0x56340c29c5e0, FUTEX_WAKE_PRIVATE, 1) = 1
1921 , 27887  lxpanel , futex(0x56340c29c5d0, FUTEX_WAKE_PRIVATE, 1) = 1
1927 , 27887  lxpanel , futex(0x56340c29c580, FUTEX_WAKE_PRIVATE, 1) = 1
1931 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1938 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1942 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\2\0\0\0\0\0\0\0", 16) = 8
1945 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1950 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
1955 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1961 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1969 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1979 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1986 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1989 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1992 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1994 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1996 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
1998 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
2001 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2003 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\2\0\4\0\370\0 \1\0@\0\0\0\0\0\0$\0\1\0&\0\2\0%\2\0\0", 28}, {NULL, 0}, {"", 0}], 3) = 28
2005 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
2007 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\304\371\0\0\0\0%\2\0\0.\1\0\0013\0\324\0023\0\324\2\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2010 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaeb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2012 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaeb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2014 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2017 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\0\2\0.\1\0\1", 8}, {NULL, 0}, {"", 0}], 3) = 8
2019 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
2022 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\305\371\0\0\0\0%\2\0\0\3\0\340\0003\0\324\0023\0\324\2\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2024 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaeb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2026 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaeb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2028 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2030 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\0\2\0\3\0\340\0", 8}, {NULL, 0}, {"", 0}], 3) = 8
2032 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
2035 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\306\371\0\0\0\0%\2\0\0\0\0\0\0003\0\324\0023\0\324\2\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2037 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaeb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2039 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaeb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2040 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2041 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"%\0\1\0", 4}, {NULL, 0}, {"", 0}], 3) = 4
2042 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaf60, 0) = -1 EAGAIN (Resource temporarily unavailable)
2043 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2044 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\0\2\0\370\0 \1", 8}, {NULL, 0}, {"", 0}], 3) = 8
2045 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
2046 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\310\371\0\0\0\0%\2\0\0\0\0\0\0003\0\324\0021\0)\1\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2047 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaae90, 0) = -1 EAGAIN (Resource temporarily unavailable)
2048 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaae90, 0) = -1 EAGAIN (Resource temporarily unavailable)
2049 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
2050 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
2051 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
2052 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2053 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
2054 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2055 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2056 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
2057 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
2058 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
2059 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
2060 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2061 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
2062 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2063 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2064 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2065 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9e20, 0) = -1 EAGAIN (Resource temporarily unavailable)
2066 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2067 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0s\337 \1\36\0 \1(\0\32\0007\0\7\0t\337 \1s\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0t\337"..., 220}, {NULL, 0}, {"", 0}], 3) = 220
